002,9303019,0,2004/03/01,08:37
002,0303001,0,2004/03/01,09:33
002,0303001,0,2004/03/01,09:34
002,0203069,0,2004/03/01,09:34
002,0203076,0,2004/03/01,09:43
002,0203076,0,2004/03/01,09:43
002,0203076,0,2004/03/01,09:43
002,0202077,0,2004/03/01,09:43
002,0202077,0,2004/03/01,09:43
002,9503001,0,2004/03/01,09:46
002,9903084,0,2004/03/01,12:40
002,0103029,0,2004/03/01,12:41
002,9903085,0,2004/03/01,12:43
002,9903085,0,2004/03/01,12:43
002,9903085,0,2004/03/01,12:43
002,9403009,0,2004/03/01,13:00
002,0308006,0,2004/03/01,14:04
002,0302031,0,2004/03/01,14:15
002,0302031,0,2004/03/01,14:15
002,0302025,0,2004/03/01,14:16
002,0302077,0,2004/03/01,14:19
002,0302077,0,2004/03/01,14:19
002,0203032,0,2004/03/01,14:22
002,0302040,0,2004/03/01,14:23
002,0302040,0,2004/03/01,14:23
002,0302016,0,2004/03/01,14:23
002,0302016,0,2004/03/01,14:23
002,0402019,0,2004/03/01,14:24
002,0402020,0,2004/03/01,14:24
002,0402020,0,2004/03/01,14:24
002,0402020,0,2004/03/01,14:24
002,0102027,0,2004/03/01,14:26
002,0102027,0,2004/03/01,14:26
002,9202013,0,2004/03/01,14:26
002,0202011,0,2004/03/01,14:26
002,0103019,0,2004/03/01,14:26
002,0103019,0,2004/03/01,14:26
002,0103019,0,2004/03/01,14:26
002,0302078,0,2004/03/01,14:27
002,0302078,0,2004/03/01,14:27
002,0402021,0,2004/03/01,14:27
002,0402021,0,2004/03/01,14:27
002,0303012,0,2004/03/01,14:28
002,0302020,0,2004/03/01,14:28
002,0103040,0,2004/03/01,14:28
002,0103043,0,2004/03/01,14:29
002,0302037,0,2004/03/01,14:29
002,0302037,0,2004/03/01,14:29
002,0302037,0,2004/03/01,14:29
002,9703043,0,2004/03/01,14:29
002,9703043,0,2004/03/01,14:29
002,0303013,0,2004/03/01,14:30
002,0002007,0,2004/03/01,14:30
002,0302063,0,2004/03/01,14:31
002,0302063,0,2004/03/01,14:31
002,0402027,0,2004/03/01,14:31
002,0302022,0,2004/03/01,14:31
002,9602006,0,2004/03/01,14:32
002,9903075,0,2004/03/01,14:33
002,0103013,0,2004/03/01,14:33
002,0302019,0,2004/03/01,14:33
002,0203060,0,2004/03/01,14:33
002,0302080,0,2004/03/01,14:34
002,0402017,0,2004/03/01,14:34
002,0402018,0,2004/03/01,14:35
002,0402018,0,2004/03/01,14:35
002,0203036,0,2004/03/01,14:35
002,0203036,0,2004/03/01,14:35
002,0202075,0,2004/03/01,14:35
002,0203040,0,2004/03/01,14:35
002,0302066,0,2004/03/01,14:35
002,0402018,0,2004/03/01,14:35
002,9703079,0,2004/03/01,14:36
002,0002018,0,2004/03/01,14:36
002,0002018,0,2004/03/01,14:36
002,0202022,0,2004/03/01,14:36
002,0102019,0,2004/03/01,14:37
002,0202022,0,2004/03/01,14:37
002,9202002,0,2004/03/01,14:37
002,9102001,0,2004/03/01,14:37
002,9102001,0,2004/03/01,14:37
002,9102001,0,2004/03/01,14:37
002,9703049,0,2004/03/01,14:38
002,0202069,0,2004/03/01,14:38
002,0102015,0,2004/03/01,14:38
002,0202065,0,2004/03/01,14:39
002,9902065,0,2004/03/01,14:40
002,9302004,0,2004/03/01,14:40
002,0302027,0,2004/03/01,14:40
002,0302027,0,2004/03/01,14:40
002,0202021,0,2004/03/01,14:40
002,9403026,0,2004/03/01,14:40
002,0202020,0,2004/03/01,14:40
002,0102037,0,2004/03/01,14:40
002,0203073,0,2004/03/01,14:41
002,0203073,0,2004/03/01,14:41
002,9402014,0,2004/03/01,14:41
002,0102030,0,2004/03/01,14:41
002,9202006,0,2004/03/01,14:41
002,0002028,0,2004/03/01,14:41
002,0102033,0,2004/03/01,14:41
002,0302011,0,2004/03/01,14:41
002,0302003,0,2004/03/01,14:41
002,9603002,0,2004/03/01,14:41
002,0103003,0,2004/03/01,14:42
002,9703059,0,2004/03/01,14:43
002,0003006,0,2004/03/01,14:43
002,9303001,0,2004/03/01,14:43
002,0203048,0,2004/03/01,14:43
002,0203051,0,2004/03/01,14:44
002,9403017,0,2004/03/01,14:44
002,0303014,0,2004/03/01,14:44
002,0409017,0,2004/03/01,14:45
002,0402023,0,2004/03/01,14:45
002,0202010,0,2004/03/01,14:45
002,0302084,0,2004/03/01,14:45
002,9903038,0,2004/03/01,14:45
002,9703138,0,2004/03/01,14:45
002,0202076,0,2004/03/01,14:46
002,9703170,0,2004/03/01,14:46
002,0402026,0,2004/03/01,14:46
002,0302081,0,2004/03/01,14:46
002,0302081,0,2004/03/01,14:46
002,0302081,0,2004/03/01,14:46
002,0202033,0,2004/03/01,14:46
002,0202033,0,2004/03/01,14:46
002,9307007,0,2004/03/01,14:46
002,0103034,0,2004/03/01,14:46
002,0102050,0,2004/03/01,14:47
002,0103034,0,2004/03/01,14:47
002,0402022,0,2004/03/01,14:47
002,0103045,0,2004/03/01,14:47
002,0103045,0,2004/03/01,14:47
002,0203049,0,2004/03/01,14:47
002,9903004,0,2004/03/01,14:47
002,0202016,0,2004/03/01,14:47
002,0003040,0,2004/03/01,14:48
002,9902052,0,2004/03/01,14:48
002,9502017,0,2004/03/01,14:49
002,9602029,0,2004/03/01,14:49
002,9903009,0,2004/03/01,14:49
002,0202008,0,2004/03/01,14:49
002,8808002,0,2004/03/01,14:50
002,0102012,0,2004/03/01,14:50
002,0102012,0,2004/03/01,14:50
002,9403007,0,2004/03/01,14:50
002,9403007,0,2004/03/01,14:50
002,9403007,0,2004/03/01,14:50
002,9402030,0,2004/03/01,14:50
002,9303018,0,2004/03/01,14:51
002,0203025,0,2004/03/01,14:51
002,9802012,0,2004/03/01,14:51
002,9802012,0,2004/03/01,14:51
002,9703074,0,2004/03/01,14:52
002,0102041,0,2004/03/01,14:52
002,0102041,0,2004/03/01,14:52
002,0102E20,0,2004/03/01,14:53
002,0302043,0,2004/03/01,14:53
002,0002031,0,2004/03/01,14:54
002,0203077,0,2004/03/01,14:54
002,9603029,0,2004/03/01,14:54
002,9603029,0,2004/03/01,14:54
002,0203070,0,2004/03/01,14:55
002,0203070,0,2004/03/01,14:55
002,0203070,0,2004/03/01,14:55
002,0203028,0,2004/03/01,14:56
002,90040,0,2004/03/01,15:01
002,0003030,0,2004/03/01,15:01
002,9004002,0,2004/03/01,15:01
002,0003043,0,2004/03/01,15:01
002,9503025,0,2004/03/01,15:01
002,9703088,0,2004/03/01,15:01
002,0003043,0,2004/03/01,15:01
002,9503025,0,2004/03/01,15:01
002,9303009,0,2004/03/01,15:01
002,0003043,0,2004/03/01,15:01
002,0003013,0,2004/03/01,15:01
002,9503025,0,2004/03/01,15:01
002,0203081,0,2004/03/01,15:01
002,0203081,0,2004/03/01,15:01
002,0203081,0,2004/03/01,15:01
002,0203081,0,2004/03/01,15:01
002,0203081,0,2004/03/01,15:01
002,9903082,0,2004/03/01,15:01
002,0203041,0,2004/03/01,15:01
002,9303009,0,2004/03/01,15:01
002,0203079,0,2004/03/01,15:01
002,0203041,0,2004/03/01,15:01
002,0203044,0,2004/03/01,15:01
002,0003045,0,2004/03/01,15:01
002,9703106,0,2004/03/01,15:01
002,9103001,0,2004/03/01,15:02
002,0103046,0,2004/03/01,15:02
002,9703152,0,2004/03/01,15:02
002,0203008,0,2004/03/01,15:02
002,0103027,0,2004/03/01,15:02
002,0103011,0,2004/03/01,15:02
002,0203008,0,2004/03/01,15:02
002,9903029,0,2004/03/01,15:02
002,9903064,0,2004/03/01,15:02
002,9903064,0,2004/03/01,15:02
002,9903055,0,2004/03/01,15:02
002,0203012,0,2004/03/01,15:02
002,0103060,0,2004/03/01,15:02
002,0103060,0,2004/03/01,15:02
002,0203012,0,2004/03/01,15:02
002,0409030,0,2004/03/01,15:02
002,0203061,0,2004/03/01,15:02
002,0203061,0,2004/03/01,15:02
002,0203061,0,2004/03/01,15:02
002,0203031,0,2004/03/01,15:02
002,0203031,0,2004/03/01,15:02
002,9903031,0,2004/03/01,15:02
002,9903016,0,2004/03/01,15:03
002,9903060,0,2004/03/01,15:03
002,0003041,0,2004/03/01,15:03
002,0003041,0,2004/03/01,15:03
002,9903060,0,2004/03/01,15:03
002,0103004,0,2004/03/01,15:03
002,0103004,0,2004/03/01,15:03
002,0202051,0,2004/03/01,15:03
002,0003039,0,2004/03/01,15:03
002,9303014,0,2004/03/01,15:03
002,9503032,0,2004/03/01,15:03
002,9503032,0,2004/03/01,15:03
002,9703123,0,2004/03/01,15:03
002,0302054,0,2004/03/01,15:04
002,0102061,0,2004/03/01,15:04
002,0203050,0,2004/03/01,15:04
002,0203050,0,2004/03/01,15:04
002,0203050,0,2004/03/01,15:04
002,0203050,0,2004/03/01,15:04
002,0203050,0,2004/03/01,15:04
002,0103028,0,2004/03/01,15:04
002,9903018,0,2004/03/01,15:04
002,0003057,0,2004/03/01,15:04
002,9903025,0,2004/03/01,15:04
002,9503059,0,2004/03/01,15:05
002,0003015,0,2004/03/01,15:05
002,0409031,0,2004/03/01,15:05
002,0409026,0,2004/03/01,15:05
002,0409026,0,2004/03/01,15:05
002,0409026,0,2004/03/01,15:05
002,0003016,0,2004/03/01,15:05
002,9303008,0,2004/03/01,15:06
